"""Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018""";;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público ;;;;
2011;B1101383500000;"""A Última Estrada da Praia""";Fabiano de Souza;Ficção;"""Rainer Cine/RBS Participações""";RS;"""Okna Produções""";RS;Okna Produções;ND;"""ND""";ND;;;;
2011;B1001308900000;"""Além da Estrada""";Charly Braun;Ficção;"""Casablanca Content/Guinle Produções""";SP;""" -"""; -;Vitrine Filmes;15;"""143806.29""";16,125;;;;
2011;B1101460800000;"""Amanhã Nunca Mais""";Tadeu Jungle;Ficção;"""Academia de Filmes""";SP;""" -"""; -;Fox;17;"""213440.76""";20,557;;;;
2011;B1101362100000;"""Amor?""";João Jardim;Ficção;"""Copacabana Filmes e Produções/Fogo Azul Filmes""";RJ;"""Globosat""";RJ;Copacabana Filmes;14;"""173145.27""";19,079;;;;
2011;B1101520600000;"""As Canções""";Eduardo Coutinho;Documentário;"""Videofilmes""";RJ;""" -"""; -;Espaço Filmes ;10;"""229714.74""";22,437;;;;
2011;B1101385900000;"""As Doze Estrelas""";Luiz Alberto Pereira;Ficção;"""Lapfilme""";SP;""" -"""; -;Polifilmes/Lapfilme;27;"""32011.56""";3,469;;;;
2011;B1101377100000;"""As Mães de Chico Xavier""";Glauber Filho/Halder Gomes;Ficção;"""ATC Entretenimentos/Estação Luz Filmes""";CE;""" -"""; -;Paris;441;"""4598470.13""";517,33;;;;
2011;B1101449600000;"""Assalto ao Banco Central""";Marcos Paulo;Ficção;"""Total Entertainment""";RJ;""" -"""; -;Fox;325;"""18657595.2""";1,966,736;;;;
2011;B1101371900000;"""Avenida Brasília Formosa""";Gabriel Mascaro;Documentário;"""Gabriel Mascaro/Plano 9 Produções""";PE;"""Abepec/Universidade Federal de Pernambuco""";SP/PE;Vitrine Filmes;4;"""4160.5""";955;;;;
2011;B1101483300000;"""Bahêa Minha Vida""";Marcio Cavalcante;Documentário;"""Movimento Filmes""";BA;""" -"""; -;Paris;15;"""597579""";74,857;;;;
2011;B1001191000000;"""Belair""";Bruno Safadi/Noa Bressane;Documentário;"""TB Produções""";RJ;"""Artesanato Digital Produções""";RJ;Pipa;10;"""9357.7""";1,282;;;;
2011;B1001319200000;"""Bollywood Dream – o Sonho Bollywoodiano""";Beatriz Seigner;Ficção;"""Miríade Filmes""";SP;""" -"""; -;Espaço Filmes ;13;"""60561""";6,105;;;;
2011;B1101348300000;"""Brasil Animado""";Mariana Caltabiano;Animação;"""Mariana Caltabiano Criações""";SP;"""Globo Filmes/Teleimage""";RJ/SP;Imagem;188;"""1014270.67""";141,733;;;;
2011;B1001298800000;"""Broder""";Jeferson De;Ficção;"""Glaz Entretenimento""";RJ;"""Globo Filmes/Lereby""";RJ/RJ;Sony;35;"""372802.28""";37,468;;;;
2011;B1101347100000;"""Bruna Surfistinha""";Marcus Baldini;Ficção;"""Damasco Filmes/TV Zero""";SP/RJ;""" -"""; -;Imagem/RioFilme;347;"""20038362.43""";2,176,999;;;;
2011;B1101496800000;"""Capitães da Areia""";Cecília Amado;Ficção;"""Lagoa Cultural/Maga Filmes""";RJ;""" -"""; -;Imagem;119;"""1488886.73""";170,607;;;;
2011;B1001293100000;"""Chantal Akerman, de Cá""";Gustavo Beck/Leonardo Luiz Ferreira;Documentário;"""Enquadramento Produções""";SP;""" -"""; -;Vitrine Filmes;6;"""1440.5""";237;;;;
2011;B1101406900000;"""Cilada,com""";José Alvarenga Jr,;Ficção;"""Casé Filmes""";RJ;"""Globo Filmes""";RJ;Downtown/Paris/RioFilme;389;"""28030183.67""";2,959,460;;;;
2011;B0901102500000;"""Corpos Celestes""";Fernando Severo/Marcos Jorge;Ficção;"""Zencrane Filmes""";SP;"""Loc All Cinema e Televisão/Dalton Vigh""";PR;Panda Filmes;8;"""17631.68""";1,98;;;;
2011;B1001292600000;"""Cortina de Fumaça""";Rodrigo Mac Niven;Documentário;"""TVa2 Produções""";RJ;""" -"""; -;TVA2 Produções;2;"""1745.05""";251;;;;
2011;B0901050500000;"""Corumbiara""";Vincent Carelli;Documentário;"""Vídeo nas Aldeias""";PE;""" -"""; -;Panda Filmes;1;"""1476""";280;;;;
2011;B0800963900000;"""Crítico""";Kleber Mendonça Filho;Documentário;"""CinemaScópio""";PE;""" -"""; -;Vitrine Filmes;4;"""2616.82""";387;;;;
2011;B1001303400000;"""Dawson Isla 10""";Miguel Littin;Ficção;"""VPC Cinemavídeo""";BA;""" -"""; -;Imagem;11;"""31921.67""";3,545;;;;
2011;B1001305900000;"""De Pernas pro Ar""";Roberto Santucci;Ficção;"""Morena Filmes""";RJ;""" -"""; -;Downtown/Paris;346;"""31033778.76""";3,506,552;;;;
2011;B1101515400000;"""Desaparecidos""";David Schurman;Ficção;"""Schurmann Filmes""";SP;""" -"""; -;Schürmann;21;"""101249.85""";9,821;;;;
2011;B1101459300000;"""Desassossego""";Felipe Bragança;Ficção;"""Duas Mariola Filmes""";RJ;""" -"""; -;Vitrine Filmes;5;"""1535""";358;;;;
2011;B1001315900000;"""Desenrola""";Rosane Svartman;Ficção;"""Raccord Produções""";RJ;"""Globo Filmes""";RJ;Downtown/RioFilme;138;"""2673784.14""";331,423;;;;
2011;B1101413800000;"""Diário de uma Busca""";Flavia Castro;Documentário;"""Flavia Castro/Tambellini Filmes""";RJ;""" -"""; -;Videofilmes;6;"""34061""";3,658;;;;
2011;B1001205900000;"""Domingos""";Maria Ribeiro;Documentário;"""Forte Filmes/Prole de Adão Produção Artísticas""";RJ;"""Prole de Adão Produção Artísticas""";RJ;Gávea Filmes ;4;"""5221.5""";735;;;;
2011;B1001192900000;"""Duas Mulheres""";João Mário Grilo;Ficção;"""Taiga Filmes e Vídeo""";RJ;""" -"""; -;Pipa;2;"""1725""";232;;;;
2011;B1101442800000;"""E Aí Hendrix?""";Pedro Paulo Carneiro/Roberto Lamounier;Documentário;"""TVC Produções/TVGD Produções""";RJ;""" -"""; -;Polifilmes;1;"""1184.72""";141;;;;
2011;B1001187800000;"""Elvis e Madona""";Marcelo Laffitte;Ficção;"""Focus Films/Laffilmes""";RJ;"""Mariana Bezerra Cavalcanti"""; -;Pipa;38;"""87287.23""";11,34;;;;
2011;B1101365800000;"""Embargo""";António Ferreira;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Raiz Filmes;1;"""3242.05""";344;;;;
2011;B1101415000000;"""Estamos Juntos""";Toni Venturi;Ficção;"""Aurora Filmes/Olhar Imaginário""";SP;"""Aurora Filmes""";SP;Imagem;43;"""266545.55""";33,187;;;;
2011;B1001340200000;"""Estrada para Ythaca""";Guto Parente/Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;"""Alumbramento""";CE;"""Guto Parente/Luiz Pretti/Pedro Diógenes/Ricardo Pretti"""; -;Vitrine Filmes;7;"""5402.5""";841;;;;
2011;B1101389300000;"""Estrada Real da Cachaça""";Pedro Urano;Documentário;"""Grupo Novo de Cinema e TV""";RJ;""" -"""; -;Vitrine Filmes;6;"""6788.5""";1,083;;;;
2011;B0800959600000;"""Eu Eu Eu José Lewgoy""";Cláudio Kahns;Documentário;"""Tatu Filmes""";SP;""" -"""; -;Polifilmes;1;"""2168.5""";236;;;;
2011;B1101422700000;"""Família Braz – Dois Tempos""";Dorrit Harazim;Documentário;"""Conspiração Filmes""";RJ;"""Videofilmes""";RJ;Videofilmes;10;"""30090.5""";2,907;;;;
2011;B1101413400000;"""Família Vende Tudo""";Alain Fresnot;Ficção;"""A,F, Cinema""";SP;""" -"""; -;Playarte;154;"""1009124.29""";112,116;;;;
2011;B1001284500000;"""Filhos de João, Admirável Mundo Novo Baiano""";Henrique Dantas;Documentário;"""Hamaca Filmes""";BA;"""DocDoma Filmes""";BA;Pipa;22;"""155523.08""";20,559;;;;
2011;B1001190900000;"""Inversão""";Edu Felistoque;Ficção;"""Olympus Filme""";SP;""" -"""; -;Califórnia;3;"""885""";136;;;;
2011;B1101457300000;"""Jardim das Folhas Sagradas""";Pola Ribeiro;Ficção;"""Studio Brasil Cinema e Televisão""";BA;""" -"""; -;Polifilmes;16;"""129699.44""";16,831;;;;
2011;B1001317800000;"""Leite e Ferro""";Claudia Priscilla;Documentário;"""Paleo TV/Válvula Produções""";SP;""" -"""; -;Polifilmes;3;"""3359""";364;;;;
2011;B1001276700000;"""Lixo Extraordinário""";Karen Harley/João Jardim/Lucy Walker;Documentário;"""O2 Filmes""";SP;""" -"""; -;Downtown;28;"""405917.34""";52,472;;;;
2011;B1001321100000;"""Lope""";Andrucha Waddington;Ficção;"""Conspiração Filmes""";RJ;"""Teleimage""";SP;Warner;25;"""337065""";32,79;;;;
2011;B1001259500000;"""Malu de Bicicleta""";Flávio Ramos Tambellini;Ficção;"""Tambellini Filmes""";RJ;""" -"""; -;Downtown/RioFilme;33;"""161823.59""";19,083;;;;
2011;B0901034700000;"""Mamonas para Sempre""";Cláudio Kahns;Documentário;"""Tatu Filmes""";SP;""" -"""; -;Europa;34;"""162100.25""";20,344;;;;
2011;B1001294000000;"""Marcha da Vida""";Jessica Sanders;Documentário;"""Conspiração Filmes/Filmland Internacional""";RJ/SP;""" -"""; -;Europa;21;"""37245.51""";4,089;;;;
2011;B1101490400000;"""Meu País""";André Ristum;Ficção;"""Gullane/Sombumbo Filmes""";SP/SP;"""Imovision """;SP;Imovision;43;"""450479.5""";39,841;;;;
2011;B1201546800000;"""Morro do Céu""";Gustavo Spolidoro;Documentário;"""GusGus Cinema""";RS;"""Abepec/Fundação Piratini - TVE RS/Gustavo Spolidoro""";SP/RS;Vitrine Filmes;5;"""1692""";367;;;;
2011;B1101368000000;"""Mulatas! Um Tufão nos Quadris""";Walmor Pamplona;Documentário;"""Carioca Filmes""";RJ;""" -"""; -;Carioca;3;"""1605.75""";233;;;;
2011;B1001205400000;"""Não se Pode Viver sem Amor""";Jorge Durán;Ficção;"""Deserto Filmes""";RJ;""" -"""; -;Pandora;11;"""52633.87""";7,618;;;;
2011;B1101438800000;"""Não se Preocupe, Nada Vai Dar Certo""";Hugo Carvana;Ficção;"""Mac Comunicacão""";RJ;"""Globo Filmes/Telecine/Lereby/Teleimage""";RJ/RJ/RJ/SP;Imagem;121;"""1256209.11""";141,213;;;;
2011;B1101378300000;"""Natimorto""";Paulo Machline;Ficção;"""Academia de Filmes/Camisa Treze Cultural""";SP;""" -"""; -;Camisa Treze;5;"""33071.5""";3,194;;;;
2011;B1001344800000;"""No Olho da Rua""";Rogério Corrêa;Ficção;"""Leão Filmes""";SP;"""Movi & Art/Cinegrama Filmes""";SP/SP;Leão Filmes;6;"""13808.5""";8,141;;;;
2011;B1101373600000;"""O Céu Sobre os Ombros""";Sérgio Borges;Ficção;"""Orobó Filmes""";MG;""" -"""; -;Vitrine Filmes;11;"""30527.66""";4,008;;;;
2011;B1101397500000;"""O Filme dos Espíritos""";André Marouço/Michel Dubret;Ficção;"""Mundo Maior Filmes""";SP;""" -"""; -;Paris;160;"""3092649.38""";320,489;;;;
2011;B1101427400000;"""O Homem do Futuro""";Cláudio Torres;Ficção;"""Conspiração Filmes""";RJ;""" -"""; -;Paramount;291;"""11498810""";1,211,083;;;;
2011;B1101424800000;"""O Mineiro e o Queijo""";Helvécio Ratton;Documentário;"""Quimera Filmes""";MG;""" -"""; -;Espaço Filmes ;9;"""52846.15""";5,166;;;;
2011;B1101456100000;"""O Palhaço""";Selton Mello;Ficção;"""Bananeira Filmes""";RJ;""" -"""; -;Imagem;267;"""11901966.45""";1,242,880;;;;
2011;B1001318100000;"""O Samba que Mora em Mim""";Georgia Guerra-Peixe;Documentário;"""Bossa Nova Films""";SP;"""Georgia Guerra-Peixe"""; -;Pandora;7;"""16095.16""";1,886;;;;
2011;B1001320600000;"""O Último Voo do Flamingo""";João Ribeiro;Ficção;"""Videofilmes""";RJ;""" -"""; -;Videofilmes;7;"""14159.5""";1,686;;;;
2011;B1101461100000;"""Onde Está a Felicidade?""";Carlos Alberto Riccelli;Ficção;"""Coração da Selva""";SP;"""Pulsar Cinema""";SP;Fox;170;"""1643220.39""";181,68;;;;
2011;B1101491200000;"""Os 3""";Nando Olival;Ficção;"""Della Rosa Produções""";SP;"""Estação Lumiére Criação, Produções Artísticas e Cinematográficas/Teleimage""";SP/SP;Warner;26;"""207465""";22,681;;;;
2011;B1101472100000;"""Os Monstros""";Guto Parente/Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;"""Alumbramento""";CE;""" -"""; -;Vitrine Filmes;5;"""2122.5""";428;;;;
2011;B1101460700000;"""Os Residentes""";Thiago Mata Machado;Ficção;"""Katásia Filmes""";MG;""" -"""; -;Vitrine Filmes;4;"""5159.1""";949;;;;
2011;B1001193400000;"""Pacific""";Marcelo Pedroso;Documentário;"""Símio Filmes""";PE;""" -"""; -;Vitrine Filmes;6;"""2921.5""";634;;;;
2011;B1101497100000;"""Palavra Cantada 3D""";Carlos Eduardo Magalhães/Marcelo Siqueira;Videomusical;"""Palavra Cantada Produções Musicais""";SP;""" -"""; -;Cinemark Brasil;53;"""291939""";21,842;;;;
2011;B1101460100000;"""Ponto Final""";Marcelo Taranto;Ficção;"""MT Filmes""";RJ;""" -"""; -;Pipa;2;"""1741""";193;;;;
2011;B1101435200000;"""Porta a Porta – a Política em Dois Tempos""";Marcelo Brennand;Documentário;"""Zefiro Filmes""";PE;""" -"""; -;Zéfiro Produções;ND;"""ND""";ND;;;;
2011;B1101510800000;"""Prova de Artista""";José Joffily;Documentário;"""Coevo Filmes""";RJ;""" -"""; -;Formosa Filmes;9;"""11362.55""";1,388;;;;
2011;B1101431800000;"""Qualquer Gato""";Tomas Portella;Ficção;"""Tietê Produções""";RJ;"""Globo Filmes""";RJ;Disney;206;"""10742238.99""";1,194,628;;;;
2011;B1001224800000;"""Quebradeiras""";Evaldo Mocarzel;Documentário;"""Casa Azul Produções""";SP;""" -"""; -;Raiz Filmes;1;"""391""";38;;;;
2011;B1101411000000;"""Quebrando o Tabu""";Fernando Grostein Andrade;Documentário;"""Spray Filmes""";SP;""" -"""; -;Espaço Filmes ;16;"""254802.99""";24,971;;;;
2011;B1101498800000;"""Rádio Nacional""";Paulo Roscio;Documentário;"""Business Telecom""";RJ;""" -"""; -;Business Telecom;4;"""3958""";798;;;;
2011;B1001296100000;"""Reidy, a Construção da Utopia""";Ana Maria Magalhães;Documentário;"""Nova Era Produções""";RJ;""" -"""; -;Espaço Filmes ;11;"""47300.36""";4,32;;;;
2011;B1101443200000;"""Riscado""";Gustavo Pizzi;Ficção;"""Cavideo Produções""";RJ;""" -"""; -;Filmes do Estação;8;"""37717.05""";4,357;;;;
2011;B1101461600000;"""Rock Brasília - Era de Ouro""";Vladimir Carvalho;Documentário;"""Ligocki Entretenimento/Vladimir Carvalho""";DF;"""Canal Brasil""";RJ;Downtown;60;"""340724.75""";34,886;;;;
2011;B1101397900000;"""Sequestro""";Jorge Wolney Atalla;Documentário;"""Yukon Filmworks""";SP;"""Midmix Entretenimento/Filmland Internacional""";RJ/SP;Downtown;2;"""8114""";648;;;;
2011;B1001307300000;"""Simples Mortais""";Mauro Giuntini;Ficção;"""Plateau Filmes""";DF;"""Asacine Produções""";DF;Polifilmes;4;"""8385""";1,015;;;;
2011;B1001324700000;"""Solidão e Fé""";Tatiana Lohmann;Documentário;"""Miração Filmes""";SP;""" -"""; -;Miração Filmes;3;"""3201.59""";828;;;;
2011;B1101428500000;"""Tancredo Neves - a Travessia""";Silvio Tendler;Documentário;"""Intervídeo Digital""";RJ;""" -"""; -;Downtown;4;"""26376.5""";2,411;;;;
2011;B0901098400000;"""Todo Mundo Tem Problemas Sexuais""";Domingos de Oliveira;Ficção;"""4004 - Produções de Arte""";RJ;"""Teatro Ilustre Produções Artísticas""";RJ;Filmes do Estação;34;"""613486.67""";70,673;;;;
2011;B1001314100000;"""Top Models – um Conto de Fadas Brasileiro""";Richard Luiz;Documentário;"""In-Mod Instituto Nacional de Moda e Design/Luminosidade""";SP;"""In-Mod Instituto Nacional de Moda e Design""";SP;Espaço Filmes ;9;"""8759""";870;;;;
2011;B1101426200000;"""Trabalhar Cansa""";Juliana Rojas/Marco Dutra;Ficção;"""Dezenove Som e Imagens""";SP;""" -"""; -;Polifilmes;10;"""69866.25""";6,969;;;;
2011;B0901101100000;"""Transcendendo Lynch""";Marcos Andrade;Documentário;"""Quantum Produções Artísticas""";RJ;""" -"""; -;Espaço Filmes ;10;"""11638""";1,303;;;;
2011;B1101425400000;"""Transeunte""";Eryk Rocha;Ficção;"""Videofilmes""";RJ;""" -"""; -;Videofilmes;5;"""16757.42""";2,072;;;;
2011;B1101519400000;"""Um Assalto de Fé""";Cibele Amaral;Ficção;"""34 Filmes/IPAM - Instituto de Pesquisa Ação e Mobilização""";DF;""" -"""; -;Ab Filmes/Festival Filmes;5;"""43839.91""";4,386;;;;
2011;B1101350700000;"""Uma Professora Muito Maluquinha""";César Rodrigues;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Downtown/RioFilme;48;"""537596.12""";67,904;;;;
2011;B1001330400000;"""Vips""";Toniko Melo;Ficção;"""O2 Filmes""";SP;""" -"""; -;Universal;180;"""5881648""";593,855;;;;
2011;B1101366300000;"""Vips - Histórias Reais de um Mentiroso""";Mariana Caltabiano;Documentário;"""Mariana Caltabiano Criações""";SP;"""Teleimage""";SP;Imovision;2;"""10980""";927;;;;
2011;B1001193200000;"""Walachai""";Rejane Zilles;Documentário;"""Zilles Produções Culturais""";RJ;"""Okna Produções/Artesanato Digital Produções/Traquitana Filmes""";RS/RJ/RJ;Ciclorama;8;"""11903.08""";1,262;;;;
2010;B1001259800000;"""400 Contra 1 – A História do Comando Vermelho""";Caco Souza;Ficção;"""Destiny""";SP;"""Playarte Pictures/Globo Filmes""";SP/RJ;Playarte;76;"""1078111.22""";127,45;;;;
2010;B1001180900000;"""5X Favela – Agora Por Nós Mesmos""";Cacá Diegues/Cacau Amaral/Cadu Barcelos/Luciana Bezerra/Luciano Vidigal/Manaíra Carneiro/Rodrigo Felha/Wagner Novais;Ficção;"""Luz Mágica Produções""";RJ;""" -"""; -;Sony/RioFilme;48;"""1365197.66""";160,573;;;;
2010;B0400104300000;"""A Alma do Osso""";Cao Guimarães;Documentário;"""Cinco em Ponto""";MG;""" -"""; -;Filmes do Rio de Janeiro;3;"""3955.71""";453;;;;
2010;B0901007400000;"""A Casa Verde""";Paulo Nascimento;Ficção;"""Accorde Filmes""";RS;""" -"""; -;Accorde Audiovisuais;12;"""128184.94""";42,954;;;;
2010;B1001302600000;"""A Falta que me Faz""";Marília Rocha;Documentário;"""Anavilhana""";MG;""" -"""; -;Anavilhana;3;"""3304.4""";387;;;;
2010;B1001236800000;"""A Guerra dos Vizinhos""";Rubens Xavier;Ficção;"""XR2 Cinevídeo""";SP;"""Cachuera!""";SP;Polifilmes;8;"""85531.45""";22,754;;;;
2010;B1001283500000;"""A Suprema Felicidade""";Arnaldo Jabor;Ficção;"""Ramalho Filmes""";SP;""" -"""; -;Paramount;166;"""2121215""";219,472;;;;
2010;B0800935800000;"""Acácio""";Marília Rocha;Documentário;"""Anavilhana""";MG;""" -"""; -;Anavilhana;4;"""3375""";431;;;;
2010;B1001330500000;"""Amor por Acaso""";Marcio Garcia;Ficção;"""MGP Filmes""";MG;""" -"""; -;Playarte;65;"""459769.41""";52,359;;;;
2010;B0901121200000;"""Antes que o Mundo Acabe""";Ana Luiza Azevedo;Ficção;"""Casa de Cinema de Porto Alegre""";RS;""" -"""; -;Imagem;13;"""218162.12""";32,297;;;;
2010;B0500378700000;"""Ao Sul de Setembro""";Amauri Tangará;Ficção;"""Cia D'Artes do Brasil""";MT;""" -"""; -;Polifilmes;1;"""1289""";125;;;;
2010;B1001319100000;"""Aparecida, o Milagre""";Tizuka Yamasaki;Ficção;"""Vitória Produções""";RJ;"""RioFilme""";RJ;Paramount;275;"""1830173""";243,336;;;;
2010;B1001256000000;"""As Cartas Psicografadas por Chico Xavier""";Cristiana Grumbach;Documentário;"""Crisis Produtivas""";RJ;""" -"""; -;Ciclorama;22;"""60280.74""";7,431;;;;
2010;B1001172500000;"""As Melhores Coisas do Mundo""";Laís Bodanzky;Ficção;"""Gullane""";SP;"""Buriti Filmes/Casa Redonda Produções""";SP/SP;Warner/RioFilme;152;"""2257084""";300,165;;;;
2010;B1001164600000;"""B1 - Tenório em Pequim""";Eduardo Hunter Moura/Felipe Braga;Documentário;"""Losbragas Produções/RT Features""";RJ/SP;""" -"""; -;Espaço Filmes ;9;"""7002""";679;;;;
2010;B0901126600000;"""Bellini e o Demônio""";Marcelo Galvão;Ficção;"""Santa Fé Filmes""";RJ;""" -"""; -;Santa Fé Filmes ;3;"""14122""";1,661;;;;
2010;B1001260400000;"""Cabeça a Prêmio""";Marco Ricca;Ficção;"""Academia de Filmes/Ricca Produções""";SP;""" -"""; -;Europa;19;"""93766.12""";11,619;;;;
2010;B0901062000000;"""Caro Francis""";Nelson Hoineff;Documentário;"""Comalt - Comunicação Alternativa""";RJ;""" -"""; -;Imovision;2;"""44117""";3,77;;;;
2010;B1001148600000;"""Chico Xavier""";Daniel Filho;Ficção;"""Lereby""";RJ;""" -"""; -;Sony/Downtown;392;"""30279855.27""";3,413,231;;;;
2010;B1001133500000;"""Cidade de Plástico""";Yu Lik-Wai;Ficção;"""Gullane""";SP;""" -"""; -;Paris;2;"""4066""";433;;;;
2010;B1001237700000;"""Cildo""";Gustavo Rosa de Moura;Documentário;"""Matizar""";RJ;""" -"""; -;Videofilmes;3;"""7915""";848;;;;
2010;B1001214400000;"""Como Esquecer""";Malu de Martino;Ficção;"""EH! Filmes""";RJ;""" -"""; -;Europa;22;"""339996.14""";42,539;;;;
2010;B0901099400000;"""Depois de Ontem, Antes de Amanhã""";Christine Liu;Documentário;"""Vega Filmes""";SP;""" -"""; -;Vega Filmes;1;"""908""";85;;;;
2010;B1001189100000;"""Doce Brasil Holandês""";Monica Schmiedt;Documentário;"""M, Schmiedt Produções""";RS;""" -"""; -;M, Schmiedt Produções;1;"""10253""";2,115;;;;
2010;B1001211600000;"""Dzi Croquettes""";Raphael Alvarez/Tatiana Issa;Documentário;"""Tria Productions""";RJ;"""Canal Brasil""";RJ;Imovision;9;"""230371.21""";24,348;;;;
2010;B0700747100000;"""Elevado 3,5""";João Sodré/Maíra Bühler/Paulo Pastorelo;Documentário;"""Primo Filmes""";SP;"""TV Cultura/Akron/João Sodré""";SP/SP;Espaço Filmes ;1;"""8118""";886;;;;
2010;B0901027700000;"""Elza""";Izabel Jaguaribe;Documentário;"""Pedra Corrida Produções""";RJ;""" -"""; -;Gávea Filmes ;9;"""29704.7""";4,394;;;;
2010;B0901062900000;"""Em teu Nome""";Paulo Nascimento;Ficção;"""Accorde Filmes""";RS;""" -"""; -;Accorde Audiovisuais;16;"""203675.61""";47,413;;;;
2010;B1001147500000;"""Eu e Meu Guarda-Chuva""";Toni Vanzolini;Ficção;"""Conspiração Filmes""";RJ;"""Teleimage Productions/Casa 5""";SP/SP;Fox;75;"""770620""";115,466;;;;
2010;B0800966100000;"""Federal""";Erik de Castro;Ficção;"""Bsb Cinema""";DF;"""RioFilme/Quanta-Rio/Limite Produções/LaboCine""";RJ/RJ/RJ/RJ;Europa/RioFilme;63;"""992428.16""";114,483;;;;
2010;B1001205200000;"""Fluidos""";Alexandre Carvalho;Ficção;"""ASC Audiovisual""";SP;""" -"""; -;Polifilmes;1;"""2854""";342;;;;
2010;B1001311400000;"""Grêmio 10X0""";Beto Souza;Documentário;"""G7 Cinema""";SP;""" -"""; -;G7 Cinema;2;"""3697.49""";379;;;;
2010;B1001136000000;"""High School Musical - o Desafio""";César Rodrigues;Ficção;"""Total Entertainment""";RJ;""" -"""; -;Sony;206;"""2016382.17""";301,082;;;;
2010;B0901099200000;"""Histórias de Amor Duram apenas 90 Minutos""";Paulo Halm;Ficção;"""Tipos e Tempos Produções""";RJ;""" -"""; -;Downtown/RioFilme;12;"""83428.11""";10,153;;;;
2010;B1001166000000;"""Insolação""";Felipe Hirsch/Daniela Thomas;Ficção;"""Cisma Produções""";SP;"""Dezenove Som e Imagens/Teleimage""";SP/SP;Europa;3;"""19860.19""";2,524;;;;
